Text,Liked
"['waiter', 'jerk']",0
"['strike', '2', 'want', 'rushed']",0
"['nicest', 'restaurant', 'owner', 'ive', 'ever', 'come', 'across']",1
"['never', 'come']",0
"['loved', 'biscuit']",1
"['service', 'quick', 'friendly']",1
"['ordered', 'appetizer', 'took', '40', 'minute', 'pizza', 'another', '10', 'minute']",0
"['absolutley', 'fantastic']",1
"['huge', 'awkward', '15lb', 'piece', 'cow', '34ths', 'gristle', 'fat']",0
"['definitely', 'come', 'back']",1
"['like', 'steiner', 'dark', 'feel', 'like', 'bar']",1
"['wow', 'spicy', 'delicious']",1
"['youre', 'not', 'familiar', 'check']",1
"['ill', 'take', 'business', 'dinner', 'dollar', 'elsewhere']",0
"['id', 'love', 'go', 'back']",1
"['anyway', 'f', 'restaurant', 'wonderful', 'breakfastlunch']",1
"['nothing', 'special']",0
"['day', 'week', 'different', 'deal', 'delicious']",1
"['not', 'mention', 'combination', 'pear', 'almond', 'bacon', 'big', 'winner']",1
"['not', 'back']",0
"['sauce', 'tasteless']",0
"['food', 'delicious', 'spicy', 'enough', 'sure', 'ask', 'spicier', 'prefer', 'way']",1
"['ribeye', 'steak', 'cooked', 'perfectly', 'great', 'mesquite', 'flavor']",1
"['dont', 'think', 'well', 'going', 'back', 'anytime', 'soon']",0
"['food', 'gooodd']",1
"['far', 'sushi', 'connoisseur', 'definitely', 'tell', 'difference', 'good', 'food', 'bad', 'food', 'certainly', 'bad', 'food']",0
['insulted'],0
"['last', '3', 'time', 'lunch', 'bad']",0
"['chicken', 'wing', 'contained', 'driest', 'chicken', 'meat', 'ever', 'eaten']",0
"['food', 'good', 'enjoyed', 'every', 'mouthful', 'enjoyable', 'relaxed', 'venue', 'couple', 'small', 'family', 'group', 'etc']",1
"['nargile', 'think', 'great']",1
"['best', 'tater', 'tot', 'southwest']",1
"['loved', 'place']",1
"['definitely', 'not', 'worth', '3', 'paid']",0
"['vanilla', 'ice', 'cream', 'creamy', 'smooth', 'profiterole', 'chou', 'pastry', 'fresh', 'enough']",1
"['im', 'az', 'time', 'new', 'spot']",1
"['manager', 'worst']",0
"['inside', 'really', 'quite', 'nice', 'clean']",1
"['food', 'outstanding', 'price', 'reasonable']",1
"['dont', 'think', 'ill', 'running', 'back', 'carlys', 'anytime', 'soon', 'food']",0
"['due', 'fact', 'took', '20', 'minute', 'acknowledged', 'another', '35', 'minute', 'get', 'foodand', 'kept', 'forgetting', 'thing']",0
"['love', 'margarita']",1
"['first', 'vega', 'buffet', 'not', 'disappoint']",1
"['good', 'though']",1
"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']",0
"['great', 'pork', 'sandwich']",1
"['dont', 'waste', 'time']",0
"['total', 'letdown', 'would', 'much', 'rather', 'go', 'camelback', 'flower', 'shop', 'cartel', 'coffee']",0
"['third', 'cheese', 'friend', 'burger', 'cold']",0
"['enjoy', 'pizza', 'brunch']",1
"['steak', 'well', 'trimmed', 'also', 'perfectly', 'cooked']",1
"['group', '70', 'claimed', 'would', '40', 'handled', 'u', 'beautifully']",1
['loved'],1
"['asked', 'bill', 'leave', 'without', 'eating', 'didnt', 'bring', 'either']",0
"['place', 'jewel', 'la', 'vega', 'exactly', 'ive', 'hoping', 'find', 'nearly', 'ten', 'year', 'living']",1
"['seafood', 'limited', 'boiled', 'shrimp', 'crab', 'leg', 'crab', 'leg', 'definitely', 'not', 'taste', 'fresh']",0
"['selection', 'food', 'not', 'best']",0
"['delicious', 'absolutely', 'back']",1
"['isnt', 'small', 'family', 'restaurant', 'fine', 'dining', 'establishment']",1
"['toro', 'tartare', 'cavier', 'extraordinary', 'liked', 'thinly', 'sliced', 'wagyu', 'white', 'truffle']",1
"['dont', 'think', 'back', 'long', 'time']",0
"['attached', 'gas', 'station', 'rarely', 'good', 'sign']",0
['awesome'],1
"['back', 'many', 'time', 'soon']",1
"['menu', 'much', 'good', 'stuff', 'could', 'not', 'decide']",1
"['worse', 'humiliated', 'worker', 'right', 'front', 'mebunch', 'horrible', 'name', 'calling']",0
"['conclusion', 'filling', 'meal']",1
"['daily', 'special', 'always', 'hit', 'group']",1
"['tragedy', 'struck']",0
"['pancake', 'also', 'really', 'good', 'pretty', 'large']",1
"['first', 'crawfish', 'experience', 'delicious']",1
"['monster', 'chicken', 'fried', 'steak', 'egg', 'time', 'favorite']",1
"['waitress', 'sweet', 'funny']",1
"['also', 'taste', 'mom', 'multigrain', 'pumpkin', 'pancake', 'pecan', 'butter', 'amazing', 'fluffy', 'delicious']",1
"['id', 'rather', 'eat', 'airline', 'food', 'seriously']",0
"['cant', 'say', 'enough', 'good', 'thing', 'place']",1
"['ambiance', 'incredible']",1
"['waitress', 'manager', 'friendly']",1
"['would', 'not', 'recommend', 'place']",0
"['overall', 'wasnt', 'impressed', 'noca']",0
"['gyro', 'basically', 'lettuce']",0
"['terrible', 'service']",0
"['thoroughly', 'disappointed']",0
"['dont', 'much', 'pasta', 'love', 'homemade', 'hand', 'made', 'pasta', 'thin', 'pizza']",1
"['give', 'try', 'happy']",1
"['far', 'best', 'cheesecurds', 'ever']",1
"['reasonably', 'priced', 'also']",1
"['everything', 'perfect', 'night']",1
"['food', 'good', 'typical', 'bar', 'food']",1
"['drive', 'get']",0
"['first', 'glance', 'lovely', 'bakery', 'cafe', 'nice', 'ambiance', 'clean', 'friendly', 'staff']",1
"['anyway', 'not', 'think', 'go', 'back']",0
"['point', 'finger', 'item', 'menu', 'order', 'wont', 'disappointed']",1
"['oh', 'thing', 'beauty', 'restaurant']",1
"['havent', 'gone', 'go']",1
"['greasy', 'unhealthy', 'meal']",0
"['first', 'time', 'might', 'last']",0
"['burger', 'amazing']",1
"['similarly', 'delivery', 'man', 'not', 'say', 'word', 'apology', 'food', '45', 'minute', 'late']",0
"['way', 'expensive']",0
"['sure', 'order', 'dessert', 'even', 'need', 'pack', 'togo', 'tiramisu', 'cannoli', 'die']",1
"['first', 'time', 'cant', 'wait', 'next']",1
"['bartender', 'also', 'nice']",1
"['everything', 'good', 'tasty']",1
"['place', 'two', 'thumb', 'upway']",1
"['best', 'place', 'vega', 'breakfast', 'check', 'sat', 'sun']",1
"['love', 'authentic', 'mexican', 'food', 'want', 'whole', 'bunch', 'interesting', 'yet', 'delicious', 'meat', 'choose', 'need', 'try', 'place']",1
"['terrible', 'management']",0
"['excellent', 'new', 'restaurant', 'experienced', 'frenchman']",1
"['zero', 'star', 'would', 'give', 'zero', 'star']",0
"['great', 'steak', 'great', 'side', 'great', 'wine', 'amazing', 'dessert']",1
"['worst', 'martini', 'ever']",0
"['steak', 'shrimp', 'opinion', 'best', 'entree', 'gc']",1
"['opportunity', 'today', 'sample', 'amazing', 'pizza']",1
"['waited', 'thirty', 'minute', 'seated', 'although', '8', 'vacant', 'table', 'folk', 'waiting']",0
"['yellowtail', 'carpaccio', 'melt', 'mouth', 'fresh']",1
"['wont', 'try', 'going', 'back', 'even', 'empty']",0
"['im', 'going', 'eat', 'potato', 'found', 'stranger', 'hair']",0
"['spicy', 'enough', 'perfect', 'actually']",1
"['last', 'night', 'second', 'time', 'dining', 'happy', 'decided', 'go', 'back']",1
"['not', 'even', 'hello', 'right']",0
"['dessert', 'bit', 'strange']",0
"['boyfriend', 'came', 'first', 'time', 'recent', 'trip', 'vega', 'could', 'not', 'pleased', 'quality', 'food', 'service']",1
"['really', 'recommend', 'place', 'go', 'wrong', 'donut', 'place']",1
"['nice', 'ambiance']",1
"['would', 'recommend', 'saving', 'room']",1
"['guess', 'maybe', 'went', 'night', 'disgraceful']",0
"['however', 'recent', 'experience', 'particular', 'location', 'not', 'good']",0
"['know', 'not', 'like', 'restaurant', 'something']",0
"['avoid', 'establishment']",0
"['think', 'restaurant', 'suffers', 'not', 'trying', 'hard', 'enough']",0
"['tapa', 'dish', 'delicious']",1
"['heart', 'place']",1
"['salad', 'bland', 'vinegrette', 'baby', 'green', 'heart', 'palm']",0
"['two', 'felt', 'disgusting']",0
"['good', 'time']",1
"['believe', 'place', 'great', 'stop', 'huge', 'belly', 'hankering', 'sushi']",1
"['generous', 'portion', 'great', 'taste']",1
"['never', 'go', 'back', 'place', 'never', 'ever', 'recommended', 'place', 'anyone']",0
"['server', 'went', 'back', 'forth', 'several', 'time', 'not', 'even', 'much', 'helped']",0
"['food', 'delicious']",1
"['hour', 'seriously']",0
"['consider', 'theft']",0
"['eew', 'location', 'need', 'complete', 'overhaul']",0
"['recently', 'witnessed', 'poor', 'quality', 'management', 'towards', 'guest', 'well']",0
"['waited', 'waited', 'waited']",0
"['also', 'came', 'back', 'check', 'u', 'regularly', 'excellent', 'service']",1
"['server', 'super', 'nice', 'checked', 'u', 'many', 'time']",1
"['pizza', 'tasted', 'old', 'super', 'chewy', 'not', 'good', 'way']",0
"['swung', 'give', 'try', 'deeply', 'disappointed']",0
"['service', 'good', 'company', 'better']",1
"['staff', 'also', 'friendly', 'efficient']",1
"['service', 'im', 'fan', 'quick', 'youre', 'served', 'nice', 'folk']",1
"['boy', 'sucker', 'dry']",0
['rated'],0
"['look', 'authentic', 'thai', 'food', 'go', 'else']",0
"['steak', '100', 'recommended']",1
"['pulled', 'car', 'waited', 'another', '15', 'minute', 'acknowledged']",0
"['great', 'food', 'great', 'service', 'clean', 'friendly', 'setting']",1
"['assure', 'ill', 'back']",1
"['hate', 'thing', 'much', 'cheap', 'quality', 'black', 'olive']",0
"['breakfast', 'perpared', 'great', 'beautiful', 'presentation', '3', 'giant', 'slice', 'toast', 'lightly', 'dusted', 'powdered', 'sugar']",1
"['kid', 'play', 'area', 'nasty']",0
"['great', 'place', 'fo', 'take', 'eat']",1
"['waitress', 'friendly', 'happy', 'accomodate', 'veganveggie', 'option']",1
"['omg', 'felt', 'like', 'never', 'eaten', 'thai', 'food', 'dish']",1
"['extremely', 'crumby', 'pretty', 'tasteless']",0
"['pale', 'color', 'instead', 'nice', 'char', 'flavor']",0
"['crouton', 'also', 'taste', 'homemade', 'extra', 'plus']",1
"['got', 'home', 'see', 'driest', 'damn', 'wing', 'ever']",0
"['itll', 'regular', 'stop', 'trip', 'phoenix']",1
"['really', 'enjoyed', 'crema', 'café', 'expanded', 'even', 'told', 'friend', 'best', 'breakfast']",1
"['not', 'good', 'money']",0
"['miss', 'wish', 'one', 'philadelphia']",1
"['got', 'sitting', 'fairly', 'fast', 'ended', 'waiting', '40', 'minute', 'place', 'order', 'another', '30', 'minute', 'food', 'arrived']",0
"['also', 'best', 'cheese', 'crisp', 'town']",1
"['good', 'value', 'great', 'food', 'great', 'service']",1
"['couldnt', 'ask', 'satisfying', 'meal']",1
"['food', 'good']",1
['awesome'],1
"['wanted', 'leave']",0
"['made', 'drive', 'way', 'north', 'scottsdale', 'not', 'one', 'bit', 'disappointed']",1
"['not', 'eating']",0
"['owner', 'really', 'really', 'need', 'quit', 'soooooo', 'cheap', 'let', 'wrap', 'freaking', 'sandwich', 'two', 'paper', 'not', 'one']",0
"['checked', 'place', 'couple', 'year', 'ago', 'not', 'impressed']",0
"['chicken', 'got', 'definitely', 'reheated', 'ok', 'wedge', 'cold', 'soggy']",0
"['sorry', 'not', 'getting', 'food', 'anytime', 'soon']",0
"['absolute', 'must', 'visit']",1
"['cow', 'tongue', 'cheek', 'taco', 'amazing']",1
"['friend', 'not', 'like', 'bloody', 'mary']",0
"['despite', 'hard', 'rate', 'business', 'actually', 'rare', 'give', '1', 'star']",0
"['really', 'want', 'make', 'experience', 'good', 'one']",1
"['not', 'return']",0
"['chicken', 'pho', 'tasted', 'bland']",0
['disappointing'],0
"['grilled', 'chicken', 'tender', 'yellow', 'saffron', 'seasoning']",1
"['drive', 'thru', 'mean', 'not', 'want', 'wait', 'around', 'half', 'hour', 'food', 'somehow', 'end', 'going', 'make', 'u', 'wait', 'wait']",0
"['pretty', 'awesome', 'place']",1
"['ambience', 'perfect']",1
"['best', 'luck', 'rude', 'noncustomer', 'service', 'focused', 'new', 'management']",0
"['grandmother', 'make', 'roasted', 'chicken', 'better', 'one']",0
"['asked', 'multiple', 'time', 'wine', 'list', 'time', 'ignored', 'went', 'hostess', 'got', 'one']",0
"['staff', 'always', 'super', 'friendly', 'helpful', 'especially', 'cool', 'bring', 'two', 'small', 'boy', 'baby']",1
"['four', 'star', 'food', 'guy', 'blue', 'shirt', 'great', 'vibe', 'still', 'letting', 'u', 'eat']",1
"['roast', 'beef', 'sandwich', 'tasted', 'really', 'good']",1
"['evening', 'drastically', 'sick']",0
"['highquality', 'chicken', 'chicken', 'caesar', 'salad']",1
"['ordered', 'burger', 'rare', 'came', 'well', 'done']",0
"['promptly', 'greeted', 'seated']",1
"['tried', 'go', 'lunch', 'madhouse']",0
"['proven', 'dead', 'wrong', 'sushi', 'bar', 'not', 'quality', 'great', 'service', 'fast', 'food', 'impeccable']",1
"['waiting', 'hour', 'seated', 'not', 'greatest', 'mood']",0
"['good', 'joint']",1
"['macarons', 'insanely', 'good']",1
"['im', 'not', 'eating']",0
"['waiter', 'attentive', 'friendly', 'informative']",1
"['maybe', 'werent', 'cold', 'would', 'somewhat', 'edible']",0
"['place', 'lot', 'promise', 'fails', 'deliver']",0
"['bad', 'experience']",0
['mistake'],0
"['food', 'average', 'best']",0
"['great', 'food']",1
"['wont', 'going', 'back', 'anytime', 'soon']",0
"['disappointed', 'ordered', '35', 'big', 'bay', 'plater']",0
"['great', 'place', 'relax', 'awesome', 'burger', 'beer']",1
"['perfect', 'sitdown', 'family', 'meal', 'get', 'together', 'friend']",1
"['not', 'much', 'flavor', 'poorly', 'constructed']",0
"['patio', 'seating', 'comfortable']",1
"['fried', 'rice', 'dry', 'well']",0
"['hand', 'favorite', 'italian', 'restaurant']",1
"['scream', 'legit', 'booksomethats', 'also', 'pretty', 'rare', 'vega']",1
"['not', 'fun', 'experience']",1
"['atmosphere', 'great', 'lovely', 'duo', 'violinist', 'playing', 'song', 'requested']",1
"['personally', 'love', 'hummus', 'pita', 'baklava', 'falafel', 'baba', 'ganoush', 'amazing', 'eggplant']",1
"['convenient', 'since', 'staying', 'mgm']",1
"['owner', 'super', 'friendly', 'staff', 'courteous']",1
['great'],1
"['eclectic', 'selection']",1
"['sweet', 'potato', 'tot', 'good', 'onion', 'ring', 'perfection', 'close']",1
"['staff', 'attentive']",1
"['chef', 'generous', 'time', 'even', 'came', 'around', 'twice', 'take', 'picture']",1
"['owner', 'used', 'work', 'nobu', 'place', 'really', 'similar', 'half', 'price']",1
"['google', 'mediocre', 'imagine', 'smashburger', 'pop']",0
"['dont', 'go']",0
"['promise', 'wont', 'disappoint']",1
"['sushi', 'lover', 'avoid', 'place', 'mean']",0
"['great', 'double', 'cheeseburger']",1
"['awesome', 'service', 'food']",1
"['fantastic', 'neighborhood', 'gem']",1
"['cant', 'wait', 'go', 'back']",1
"['plantain', 'worst', 'ive', 'ever', 'tasted']",0
"['great', 'place', 'highly', 'recommend']",1
"['service', 'slow', 'not', 'attentive']",0
"['gave', '5', 'star', 'im', 'giving', '5', 'star']",1
"['staff', 'spends', 'time', 'talking']",0
"['dessert', 'panna', 'cotta', 'amazing']",1
"['good', 'food', 'great', 'atmosphere1']",1
"['damn', 'good', 'steak']",1
"['total', 'brunch', 'fail']",0
"['price', 'reasonable', 'flavor', 'spot', 'sauce', 'home', 'made', 'slaw', 'not', 'drenched', 'mayo']",1
"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']",1
"['steak', 'amazingrge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']",1
"['good', 'food', 'good', 'service']",1
"['absolutely', 'amazing']",1
"['probably', 'wont', 'back', 'honest']",0
"['definitely', 'back']",1
"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']",1
"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothy', 'ive', 'tried', 'far', 'theyre', 'good']",1
"['went', 'lunch', 'service', 'slow']",0
"['much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']",0
['mortified'],0
"['needle', 'say', 'never', 'back']",0
"['anyways', 'food', 'definitely', 'not', 'filling', 'price', 'pay', 'expect']",0
"['chip', 'came', 'dripping', 'grease', 'mostly', 'not', 'edible']",0
"['wasnt', 'really', 'impressed', 'strip', 'steak']",0
"['going', 'since', '2007', 'every', 'meal', 'awesome']",1
"['server', 'nice', 'attentive', 'serving', 'staff']",1
"['cashier', 'friendly', 'even', 'brought', 'food']",1
"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrained', 'recommending', 'cibo', 'longer']",0
"['atmosphere', 'fun']",1
"['would', 'not', 'recommend', 'others']",0
"['service', 'quick', 'even', 'go', 'order', 'like', 'like']",1
"['mean', 'really', 'get', 'famous', 'fish', 'chip', 'terrible']",0
"['said', 'mouth', 'belly', 'still', 'quite', 'pleased']",1
"['not', 'thing']",0
"['2', 'thumb']",1
"['reading', 'please', 'dont', 'go']",0
"['loved', 'grilled', 'pizza', 'reminded', 'legit', 'italian', 'pizza']",1
"['pro', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']",1
"['really', 'nice', 'atmosphere']",1
"['tonight', 'elk', 'filet', 'specialand', 'sucked']",0
"['one', 'bite', 'hooked']",1
"['ordered', 'old', 'classic', 'new', 'dish', 'going', 'time', 'sorely', 'disappointed', 'everything']",0
"['cute', 'quaint', 'simple', 'honest']",1
"['chicken', 'deliciously', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",1
"['food', 'great', 'always', 'compliment', 'chef']",1
"['special', 'thanks', 'dylan', 'recommendation', 'order', 'yummy', 'tummy']",1
"['awesome', 'selection', 'beer']",1
"['great', 'food', 'awesome', 'service']",1
"['one', 'nice', 'thing', 'added', 'gratuity', 'bill', 'since', 'party', 'larger', '6', '8', 'didnt', 'expect', 'tip']",1
"['fly', 'apple', 'juice', 'fly']",0
"['han', 'nan', 'chicken', 'also', 'tasty']",1
"['service', 'thought', 'good']",1
"['food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'u']",0
"['ryans', 'bar', 'definitely', 'one', 'edinburgh', 'establishment', 'wont', 'revisiting']",0
"['nicest', 'chinese', 'restaurant', 'ive']",1
"['overall', 'like', 'food', 'service']",1
"['also', 'serve', 'indian', 'naan', 'bread', 'hummus', 'spicy', 'pine', 'nut', 'sauce', 'world']",1
"['probably', 'never', 'coming', 'back', 'wouldnt', 'recommend']",0
"['friend', 'pasta', 'also', 'bad', 'barely', 'touched']",0
"['try', 'airport', 'experience', 'tasty', 'food', 'speedy', 'friendly', 'service']",1
"['love', 'decor', 'chinese', 'calligraphy', 'wall', 'paper']",1
"['never', 'anything', 'complain']",1
"['restaurant', 'clean', 'family', 'restaurant', 'feel']",1
"['way', 'fried']",0
"['im', 'not', 'sure', 'long', 'stood', 'long', 'enough', 'begin', 'feel', 'awkwardly', 'place']",0
"['opened', 'sandwich', 'impressed', 'not', 'good', 'way']",0
"['not', 'back']",0
"['warm', 'feeling', 'service', 'felt', 'like', 'guest', 'special', 'treat']",1
"['extensive', 'menu', 'provides', 'lot', 'option', 'breakfast']",1
"['always', 'order', 'vegetarian', 'menu', 'dinner', 'wide', 'array', 'option', 'choose']",1
"['watched', 'price', 'inflate', 'portion', 'get', 'smaller', 'management', 'attitude', 'grow', 'rapidly']",0
"['wonderful', 'lil', 'tapa', 'ambience', 'made', 'feel', 'warm', 'fuzzy', 'inside']",1
"['got', 'enjoy', 'seafood', 'salad', 'fabulous', 'vinegrette']",1
"['wonton', 'thin', 'not', 'thick', 'chewy', 'almost', 'melt', 'mouth']",1
"['level', '5', 'spicy', 'perfect', 'spice', 'didnt', 'overwhelm', 'soup']",1
"['sat', 'right', 'time', 'server', 'get', 'go', 'fantastic']",1
"['main', 'thing', 'didnt', 'enjoy', 'crowd', 'older', 'crowd', 'around', 'mid', '30']",0
"['im', 'side', 'town', 'definitely', 'spot', 'ill', 'hit']",1
"['wait', '30', 'minute', 'get', 'drink', 'longer', 'get', '2', 'arepas']",0
"['great', 'place', 'eat']",1
"['jalapeno', 'bacon', 'soooo', 'good']",1
"['service', 'poor', 'thats', 'nice']",0
"['food', 'good', 'service', 'good', 'price', 'good']",1
"['place', 'not', 'clean', 'food', 'oh', 'stale']",0
"['chicken', 'dish', 'ok', 'beef', 'like', 'shoe', 'leather']",0
"['service', 'beyond', 'bad']",0
"['im', 'happy']",1
"['tasted', 'like', 'dirt']",0
"['one', 'place', 'phoenix', 'would', 'definately', 'go', 'back']",1
"['block', 'amazing']",1
"['close', 'house', 'lowkey', 'nonfancy', 'affordable', 'price', 'good', 'food']",1
"['hot', 'sour', 'egg', 'flower', 'soup', 'absolutely', '5', 'star']",1
"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']",0
"['great', 'time', 'family', 'dinner', 'sunday', 'night']",1
"['food', 'not', 'tasty', 'not', 'say', 'real', 'traditional', 'hunan', 'style']",0
"['bother', 'slow', 'service']",0
"['flair', 'bartender', 'absolutely', 'amazing']",1
"['frozen', 'margarita', 'way', 'sugary', 'taste']",0
"['good', 'ordered', 'twice']",1
"['nutshell', '1', 'restaraunt', 'smell', 'like', 'combination', 'dirty', 'fish', 'market', 'sewer']",0
"['girlfriend', 'veal', 'bad']",0
"['unfortunately', 'not', 'good']",0
"['pretty', 'satifying', 'experience']",1
"['join', 'club', 'get', 'awesome', 'offer', 'via', 'email']",1
"['perfect', 'someone', 'like', 'beer', 'ice', 'cold', 'case', 'even', 'colder']",1
"['bland', 'flavorless', 'good', 'way', 'describing', 'barely', 'tepid', 'meat']",0
"['chain', 'im', 'fan', 'beat', 'place', 'easily']",0
"['nacho', 'must']",1
"['not', 'coming', 'back']",0
"['dont', 'many', 'word', 'say', 'place', 'everything', 'pretty', 'well']",1
"['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowd', 'downtown', 'jury', 'lawyer', 'court', 'staff']",1
"['great', 'atmosphere', 'friendly', 'fast', 'service']",1
"['received', 'pita', 'huge', 'lot', 'meat', 'thumb']",1
"['food', 'arrives', 'meh']",0
"['paying', '785', 'hot', 'dog', 'fry', 'look', 'like', 'came', 'kid', 'meal', 'wienerschnitzel', 'not', 'idea', 'good', 'meal']",0
"['classic', 'maine', 'lobster', 'roll', 'fantastic']",1
"['brother', 'law', 'work', 'mall', 'ate', 'day', 'guess', 'sick', 'night']",0
"['good', 'going', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'held', 'last', 'night']",1
"['chip', 'salsa', 'really', 'good', 'salsa', 'fresh']",1
"['place', 'great']",1
"['mediocre', 'food']",0
"['get', 'inside', 'youll', 'impressed', 'place']",1
"['im', 'super', 'pissd']",0
"['service', 'super', 'friendly']",1
"['sad', 'little', 'vegetable', 'overcooked']",0
"['place', 'nice', 'surprise']",1
"['goldencrispy', 'delicious']",1
"['high', 'hope', 'place', 'since', 'burger', 'cooked', 'charcoal', 'grill', 'unfortunately', 'taste', 'fell', 'flat', 'way', 'flat']",0
"['could', 'eat', 'bruschetta', 'day', 'devine']",1
"['not', 'single', 'employee', 'came', 'see', 'ok', 'even', 'needed', 'water', 'refill', 'finally', 'served', 'u', 'food']",0
"['lastly', 'mozzarella', 'stick', 'best', 'thing', 'ordered']",1
"['first', 'time', 'ever', 'came', 'amazing', 'experience', 'still', 'tell', 'people', 'awesome', 'duck']",1
"['server', 'negligent', 'need', 'made', 'u', 'feel', 'unwelcome', 'would', 'not', 'suggest', 'place']",0
"['service', 'terrible', 'though']",0
"['place', 'overpriced', 'not', 'consistent', 'boba', 'really', 'overpriced']",0
['packed'],0
"['love', 'place']",1
"['say', 'dessert', 'yummy']",1
"['food', 'terrible']",0
"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']",1
"['kept', 'getting', 'worse', 'worse', 'im', 'officially', 'done']",0
"['place', 'honestly', 'blown']",0
"['definitely', 'would', 'not', 'eat']",0
"['not', 'waste', 'money']",0
"['love', 'put', 'food', 'nice', 'plastic', 'container', 'opposed', 'cramming', 'little', 'paper', 'takeout', 'box']",1
"['crêpe', 'delicate', 'thin', 'moist']",1
"['awful', 'service']",0
"['wont', 'ever', 'go']",0
"['food', 'quality', 'horrible']",0
"['price', 'think', 'place', 'would', 'much', 'rather', 'gone']",0
"['service', 'fair', 'best']",0
"['love', 'sushi', 'found', 'kabuki', 'overpriced', 'overhip', 'underservices']",0
"['favor', 'stay', 'away', 'dish']",0
"['poor', 'service']",0
"['one', 'table', 'thought', 'food', 'average', 'worth', 'wait']",0
"['best', 'service', 'food', 'ever', 'maria', 'server', 'good', 'friendly', 'made', 'day']",1
['excellent'],1
"['paid', 'bill', 'not', 'tip', 'felt', 'server', 'terrible', 'job']",0
"['lunch', 'great', 'experience']",1
"['never', 'bland', 'food', 'surprised', 'considering', 'article', 'read', 'focused', 'much', 'spice', 'flavor']",0
"['food', 'way', 'overpriced', 'portion', 'fucking', 'small']",0
"['recently', 'tried', 'caballeros', 'back', 'every', 'week', 'since']",1
"['40', 'buck', 'head', 'really', 'expect', 'better', 'food']",0
"['food', 'came', 'good', 'pace']",1
"['ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']",1
"['wont', 'back']",0
"['could', 'not', 'believe', 'dirty', 'oyster']",0
"['place', 'deserves', 'star']",0
"['would', 'not', 'recommend', 'place']",0
"['fact', 'im', 'going', 'round', '4', 'star', 'awesome']",1
"['disbelief', 'dish', 'qualified', 'worst', 'version', 'food', 'ever', 'tasted']",0
"['bad', 'day', 'not', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dish', 'otherwise']",0
"['potato', 'great', 'biscuit']",1
"['probably', 'would', 'not', 'go']",0
"['flavorful', 'perfect', 'amount', 'heat']",1
"['price', 'reasonable', 'service', 'great']",1
"['wife', 'hated', 'meal', 'coconut', 'shrimp', 'friend', 'really', 'not', 'enjoy', 'meal', 'either']",0
"['fella', 'got', 'huevos', 'rancheros', 'didnt', 'look', 'appealing']",0
"['went', 'happy', 'hour', 'great', 'list', 'wine']",1
"['may', 'say', 'buffet', 'pricey', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']",1
"['probably', 'wont', 'coming', 'back']",0
"['worst', 'foodservice', 'ive']",0
"['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",1
"['talk', 'great', 'customer', 'service', 'course', 'back']",1
"['hot', 'dish', 'not', 'hot', 'cold', 'dish', 'close', 'room', 'tempo', 'watched', 'staff', 'prepare', 'food', 'bare', 'hand', 'gloveseverything', 'deep', 'fried', 'oil']",0
"['love', 'fry', 'bean']",1
"['always', 'pleasure', 'dealing']",1
"['plethora', 'salad', 'sandwich', 'everything', 'ive', 'tried', 'get', 'seal', 'approval']",1
"['place', 'awesome', 'want', 'something', 'light', 'healthy', 'summer']",1
"['sushi', 'strip', 'place', 'go']",1
"['service', 'great', 'even', 'manager', 'came', 'helped', 'table']",1
"['feel', 'dining', 'room', 'college', 'cooking', 'course', 'high', 'class', 'dining', 'service', 'slow', 'best']",0
"['started', 'review', 'two', 'star', 'im', 'editing', 'give', 'one']",0
"['worst', 'sushi', 'ever', 'eat', 'besides', 'costcos']",0
"['excellent', 'restaurant', 'highlighted', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']",1
"['boyfriend', 'sat', 'bar', 'completely', 'delightful', 'experience']",1
"['weird', 'vibe', 'owner']",0
"['hardly', 'meat']",0
"['ive', 'better', 'bagel', 'grocery', 'store']",0
"['go', 'place', 'gyro']",1
"['love', 'ownerchef', 'one', 'authentic', 'japanese', 'cool', 'dude']",1
